sample_id,latency_us,synthetic_bucket,overrun_100us,synthetic,evidence_eligible
172,12.648483,core_stable,False,True,False
173,14.041092,branch_miss,False,True,False
174,12.059772,core_stable,False,True,False
175,12.154271,core_stable,False,True,False
176,12.027846,core_stable,False,True,False
177,13.24358,cache_memory_jitter,False,True,False
178,12.139148,core_stable,False,True,False
179,12.366553,core_stable,False,True,False
180,12.459887,core_stable,False,True,False
181,13.18543,cache_memory_jitter,False,True,False
182,14.00743,branch_miss,False,True,False
183,12.353831,core_stable,False,True,False
184,12.209482,core_stable,False,True,False
185,13.008178,cache_memory_jitter,False,True,False
186,12.058332,core_stable,False,True,False
187,12.450283,core_stable,False,True,False
188,12.173235,core_stable,False,True,False
189,12.212042,core_stable,False,True,False
190,12.593798,core_stable,False,True,False
191,13.159508,cache_memory_jitter,False,True,False
192,12.061932,core_stable,False,True,False
193,12.58006,core_stable,False,True,False
194,12.445749,core_stable,False,True,False
195,12.242609,core_stable,False,True,False
196,12.39944,core_stable,False,True,False
197,12.442948,core_stable,False,True,False
198,12.116983,core_stable,False,True,False
199,12.095619,core_stable,False,True,False
200,12.136507,core_stable,False,True,False
201,12.356071,core_stable,False,True,False
202,12.624208,core_stable,False,True,False
203,12.735579,core_stable,False,True,False
204,13.959342,branch_miss,False,True,False
205,16.22332,interrupt_delay,False,True,False
206,12.09954,core_stable,False,True,False
207,12.48096,core_stable,False,True,False
208,13.303131,cache_memory_jitter,False,True,False
209,12.524975,core_stable,False,True,False
210,12.039848,core_stable,False,True,False
211,12.277495,core_stable,False,True,False
212,12.279656,core_stable,False,True,False
213,12.34943,core_stable,False,True,False
214,12.558586,core_stable,False,True,False
215,12.3976,core_stable,False,True,False
216,15.579738,interrupt_delay,False,True,False
217,12.140428,core_stable,False,True,False
218,12.318144,core_stable,False,True,False
219,12.346869,core_stable,False,True,False
220,12.642614,core_stable,False,True,False
221,12.146349,core_stable,False,True,False
222,12.795999,core_stable,False,True,False
223,13.851144,branch_miss,False,True,False
224,12.09914,core_stable,False,True,False
225,12.127706,core_stable,False,True,False
226,12.434011,core_stable,False,True,False
227,12.245169,core_stable,False,True,False
228,12.554051,core_stable,False,True,False
229,12.013683,core_stable,False,True,False
230,12.005761,core_stable,False,True,False
231,12.15043,core_stable,False,True,False
232,12.138348,core_stable,False,True,False
233,12.305581,core_stable,False,True,False
234,12.104821,core_stable,False,True,False
235,14.090382,branch_miss,False,True,False
236,12.072014,core_stable,False,True,False
237,12.033287,core_stable,False,True,False
238,12.631544,core_stable,False,True,False
239,12.727976,core_stable,False,True,False
240,12.609136,core_stable,False,True,False
241,12.019764,core_stable,False,True,False
242,12.420273,core_stable,False,True,False
243,12.409203,core_stable,False,True,False
244,14.66549,interrupt_delay,False,True,False
245,12.453751,core_stable,False,True,False
246,13.221862,cache_memory_jitter,False,True,False
247,13.57103,branch_miss,False,True,False
248,12.834429,cache_memory_jitter,False,True,False
249,13.107664,cache_memory_jitter,False,True,False
250,12.356551,core_stable,False,True,False
251,12.234607,core_stable,False,True,False
252,13.160909,cache_memory_jitter,False,True,False
253,12.345029,core_stable,False,True,False
254,12.276375,core_stable,False,True,False
255,12.631144,core_stable,False,True,False
256,12.113063,core_stable,False,True,False
257,12.440947,core_stable,False,True,False
258,12.357512,core_stable,False,True,False
259,12.41894,core_stable,False,True,False
260,12.032086,core_stable,False,True,False
261,12.601134,core_stable,False,True,False
262,13.042508,cache_memory_jitter,False,True,False
263,12.573658,core_stable,False,True,False
264,13.239377,cache_memory_jitter,False,True,False
265,12.372635,core_stable,False,True,False
266,12.210282,core_stable,False,True,False
267,12.55045,core_stable,False,True,False
268,12.29862,core_stable,False,True,False
269,12.124985,core_stable,False,True,False
270,13.357778,cache_memory_jitter,False,True,False
271,12.143789,core_stable,False,True,False
272,12.458286,core_stable,False,True,False
273,13.272305,cache_memory_jitter,False,True,False
274,12.211482,core_stable,False,True,False
275,17.805074,worst_case_protection_path,False,True,False
276,12.219164,core_stable,False,True,False
277,12.384637,core_stable,False,True,False
278,12.045529,core_stable,False,True,False
279,12.05057,core_stable,False,True,False
280,12.223005,core_stable,False,True,False
281,13.1497,cache_memory_jitter,False,True,False
282,12.09922,core_stable,False,True,False
283,12.276855,core_stable,False,True,False
284,12.520974,core_stable,False,True,False
285,12.713971,core_stable,False,True,False
286,12.291178,core_stable,False,True,False
287,12.581661,core_stable,False,True,False
288,12.30118,core_stable,False,True,False
289,12.134667,core_stable,False,True,False
290,12.165393,core_stable,False,True,False
291,13.495796,cache_memory_jitter,False,True,False
292,12.553251,core_stable,False,True,False
293,12.540313,core_stable,False,True,False
294,12.579793,core_stable,False,True,False
295,12.192118,core_stable,False,True,False
296,12.218604,core_stable,False,True,False
297,12.707969,core_stable,False,True,False
298,12.191638,core_stable,False,True,False
299,12.424542,core_stable,False,True,False
300,12.395839,core_stable,False,True,False
301,13.228167,cache_memory_jitter,False,True,False
302,12.074575,core_stable,False,True,False
303,13.742945,branch_miss,False,True,False
304,13.629938,branch_miss,False,True,False
305,17.307123,worst_case_protection_path,False,True,False
306,12.163313,core_stable,False,True,False
307,12.738246,core_stable,False,True,False
308,14.629401,interrupt_delay,False,True,False
309,16.427823,interrupt_delay,False,True,False
310,12.245569,core_stable,False,True,False
311,15.038407,interrupt_delay,False,True,False
312,12.217243,core_stable,False,True,False
313,12.305821,core_stable,False,True,False
314,12.445348,core_stable,False,True,False
315,12.00136,core_stable,False,True,False
316,12.624608,core_stable,False,True,False
317,14.406854,interrupt_delay,False,True,False
318,12.818316,cache_memory_jitter,False,True,False
319,12.056091,core_stable,False,True,False
320,12.318304,core_stable,False,True,False
321,12.693565,core_stable,False,True,False
322,12.108422,core_stable,False,True,False
323,14.725638,interrupt_delay,False,True,False
324,12.624875,core_stable,False,True,False
325,12.345509,core_stable,False,True,False
326,12.530844,core_stable,False,True,False
327,12.106341,core_stable,False,True,False
328,12.295579,core_stable,False,True,False
329,12.033127,core_stable,False,True,False
330,12.238528,core_stable,False,True,False
331,12.1009,core_stable,False,True,False
332,12.223565,core_stable,False,True,False
333,12.130586,core_stable,False,True,False
334,12.588329,core_stable,False,True,False
335,12.48963,core_stable,False,True,False
336,12.931813,cache_memory_jitter,False,True,False
337,13.942511,branch_miss,False,True,False
338,12.493631,core_stable,False,True,False
339,12.193079,core_stable,False,True,False
340,13.747754,branch_miss,False,True,False
341,12.419206,core_stable,False,True,False
342,12.382476,core_stable,False,True,False
343,12.183637,core_stable,False,True,False
344,12.186117,core_stable,False,True,False
345,12.094019,core_stable,False,True,False
346,12.019684,core_stable,False,True,False
347,13.198041,cache_memory_jitter,False,True,False
348,12.023445,core_stable,False,True,False
349,13.130083,cache_memory_jitter,False,True,False
350,12.444948,core_stable,False,True,False
351,12.64128,core_stable,False,True,False
352,12.467089,core_stable,False,True,False
353,12.14963,core_stable,False,True,False
354,12.705168,core_stable,False,True,False
355,12.313903,core_stable,False,True,False
356,16.048891,interrupt_delay,False,True,False
357,12.475358,core_stable,False,True,False
358,13.214155,cache_memory_jitter,False,True,False
359,12.228446,core_stable,False,True,False
360,12.892579,cache_memory_jitter,False,True,False
361,12.343749,core_stable,False,True,False
362,12.04777,core_stable,False,True,False
363,12.239968,core_stable,False,True,False
364,12.371114,core_stable,False,True,False
365,12.30182,core_stable,False,True,False
366,12.071534,core_stable,False,True,False
367,12.188998,core_stable,False,True,False
368,12.05249,core_stable,False,True,False
369,12.435879,core_stable,False,True,False
370,12.406402,core_stable,False,True,False
371,12.153871,core_stable,False,True,False
372,12.678359,core_stable,False,True,False
373,14.743682,interrupt_delay,False,True,False
374,12.022244,core_stable,False,True,False
375,12.640347,core_stable,False,True,False
376,12.258772,core_stable,False,True,False
377,12.385757,core_stable,False,True,False
378,12.373995,core_stable,False,True,False
379,12.747983,core_stable,False,True,False
380,12.687563,core_stable,False,True,False
381,12.09898,core_stable,False,True,False
382,12.334227,core_stable,False,True,False
383,15.651915,interrupt_delay,False,True,False
384,12.219244,core_stable,False,True,False
385,12.191478,core_stable,False,True,False
386,12.258052,core_stable,False,True,False
387,12.009042,core_stable,False,True,False
388,12.189398,core_stable,False,True,False
389,13.09155,cache_memory_jitter,False,True,False
390,12.743581,core_stable,False,True,False
391,12.144669,core_stable,False,True,False
392,12.735979,core_stable,False,True,False
393,12.831627,cache_memory_jitter,False,True,False
394,12.353351,core_stable,False,True,False
395,12.067774,core_stable,False,True,False
396,12.231806,core_stable,False,True,False
397,16.307527,interrupt_delay,False,True,False
398,12.582861,core_stable,False,True,False
399,12.073295,core_stable,False,True,False
400,13.864368,branch_miss,False,True,False
401,12.711571,core_stable,False,True,False
402,13.031298,cache_memory_jitter,False,True,False
403,12.376875,core_stable,False,True,False
404,12.580327,core_stable,False,True,False
405,12.253971,core_stable,False,True,False
406,12.210042,core_stable,False,True,False
407,12.602201,core_stable,False,True,False
408,12.05129,core_stable,False,True,False
409,12.426275,core_stable,False,True,False
410,15.423353,interrupt_delay,False,True,False
411,12.322625,core_stable,False,True,False
412,16.259409,interrupt_delay,False,True,False
413,15.609812,interrupt_delay,False,True,False
414,12.558319,core_stable,False,True,False
415,12.293499,core_stable,False,True,False
416,12.011442,core_stable,False,True,False
417,12.172114,core_stable,False,True,False
418,16.421808,interrupt_delay,False,True,False
419,12.240608,core_stable,False,True,False
420,14.984274,interrupt_delay,False,True,False
421,12.644481,core_stable,False,True,False
422,14.52715,interrupt_delay,False,True,False
423,12.195559,core_stable,False,True,False
424,12.340228,core_stable,False,True,False
425,12.136267,core_stable,False,True,False
426,12.285737,core_stable,False,True,False
427,12.234927,core_stable,False,True,False
428,16.5,interrupt_delay,False,True,False
429,13.943713,branch_miss,False,True,False
430,12.044809,core_stable,False,True,False
431,12.29902,core_stable,False,True,False
432,12.421207,core_stable,False,True,False
433,13.454461,cache_memory_jitter,False,True,False
434,12.324625,core_stable,False,True,False
435,12.008482,core_stable,False,True,False
436,12.497899,core_stable,False,True,False
437,12.211722,core_stable,False,True,False
438,12.495899,core_stable,False,True,False
439,13.007478,cache_memory_jitter,False,True,False
440,13.113268,cache_memory_jitter,False,True,False
441,13.456563,cache_memory_jitter,False,True,False
442,12.567256,core_stable,False,True,False
443,12.664221,core_stable,False,True,False
444,12.15139,core_stable,False,True,False
445,14.072349,branch_miss,False,True,False
446,16.826343,worst_case_protection_path,False,True,False
447,12.217323,core_stable,False,True,False
448,13.141292,cache_memory_jitter,False,True,False
449,12.05209,core_stable,False,True,False
450,13.568626,branch_miss,False,True,False
451,12.646882,core_stable,False,True,False
452,12.727442,core_stable,False,True,False
453,12.762521,core_stable,False,True,False
454,12.25141,core_stable,False,True,False
455,12.786129,core_stable,False,True,False
456,12.432811,core_stable,False,True,False
457,12.494431,core_stable,False,True,False
458,12.308702,core_stable,False,True,False
459,12.765722,core_stable,False,True,False
460,12.996969,cache_memory_jitter,False,True,False
461,12.563655,core_stable,False,True,False
462,12.133627,core_stable,False,True,False
463,12.263253,core_stable,False,True,False
464,12.710504,core_stable,False,True,False
465,12.891178,cache_memory_jitter,False,True,False
466,12.303181,core_stable,False,True,False
467,12.327746,core_stable,False,True,False
468,12.732644,core_stable,False,True,False
469,12.357431,core_stable,False,True,False
470,12.273815,core_stable,False,True,False
471,16.98088,worst_case_protection_path,False,True,False
472,12.46082,core_stable,False,True,False
473,12.04801,core_stable,False,True,False
474,15.93461,interrupt_delay,False,True,False
475,12.338708,core_stable,False,True,False
476,12.052811,core_stable,False,True,False
477,12.145309,core_stable,False,True,False
478,12.211242,core_stable,False,True,False
479,12.256691,core_stable,False,True,False
480,12.734912,core_stable,False,True,False
481,12.017203,core_stable,False,True,False
482,12.43001,core_stable,False,True,False
483,12.0004,core_stable,False,True,False
484,12.313183,core_stable,False,True,False
485,16.585954,worst_case_protection_path,False,True,False
486,12.705969,core_stable,False,True,False
487,12.059692,core_stable,False,True,False
488,12.384397,core_stable,False,True,False
489,12.289338,core_stable,False,True,False
490,12.480427,core_stable,False,True,False
491,12.293019,core_stable,False,True,False
492,12.010002,core_stable,False,True,False
493,12.243969,core_stable,False,True,False
494,12.701167,core_stable,False,True,False
495,12.688363,core_stable,False,True,False
496,12.670757,core_stable,False,True,False
497,12.032486,core_stable,False,True,False
498,12.260772,core_stable,False,True,False
499,12.121704,core_stable,False,True,False
500,12.737579,core_stable,False,True,False
501,12.232206,core_stable,False,True,False
502,12.427342,core_stable,False,True,False
503,12.68943,core_stable,False,True,False
504,12.701701,core_stable,False,True,False
505,12.220124,core_stable,False,True,False
506,14.821874,interrupt_delay,False,True,False
507,12.634878,core_stable,False,True,False
508,12.133227,core_stable,False,True,False
509,12.307902,core_stable,False,True,False
510,12.336547,core_stable,False,True,False
511,12.042969,core_stable,False,True,False
512,15.531619,interrupt_delay,False,True,False
513,12.314863,core_stable,False,True,False
514,12.075615,core_stable,False,True,False
515,14.069945,branch_miss,False,True,False
516,12.040728,core_stable,False,True,False
517,12.768256,core_stable,False,True,False
518,12.256451,core_stable,False,True,False
519,13.186832,cache_memory_jitter,False,True,False
520,12.319664,core_stable,False,True,False
521,12.507903,core_stable,False,True,False
522,15.742137,interrupt_delay,False,True,False
523,13.705677,branch_miss,False,True,False
524,12.557519,core_stable,False,True,False
525,13.401215,cache_memory_jitter,False,True,False
526,12.533378,core_stable,False,True,False
527,12.323905,core_stable,False,True,False
528,12.519507,core_stable,False,True,False
529,12.851244,cache_memory_jitter,False,True,False
530,12.205001,core_stable,False,True,False
531,12.162913,core_stable,False,True,False
532,13.31294,cache_memory_jitter,False,True,False
533,12.424942,core_stable,False,True,False
534,13.328353,cache_memory_jitter,False,True,False
535,12.10066,core_stable,False,True,False
536,12.507369,core_stable,False,True,False
537,17.547513,worst_case_protection_path,False,True,False
538,12.065213,core_stable,False,True,False
539,12.369194,core_stable,False,True,False
540,12.587129,core_stable,False,True,False
541,12.094899,core_stable,False,True,False
542,12.423208,core_stable,False,True,False
543,12.105381,core_stable,False,True,False
544,12.381516,core_stable,False,True,False
545,12.305501,core_stable,False,True,False
546,12.117383,core_stable,False,True,False
547,13.230969,cache_memory_jitter,False,True,False
548,12.236767,core_stable,False,True,False
549,13.971364,branch_miss,False,True,False
550,12.195239,core_stable,False,True,False
551,12.010082,core_stable,False,True,False
552,12.50897,core_stable,False,True,False
553,12.914998,cache_memory_jitter,False,True,False
554,12.263013,core_stable,False,True,False
555,12.177876,core_stable,False,True,False
556,12.968244,cache_memory_jitter,False,True,False
557,12.654218,core_stable,False,True,False
558,14.017048,branch_miss,False,True,False
559,12.793598,core_stable,False,True,False
560,12.622608,core_stable,False,True,False
561,12.499366,core_stable,False,True,False
562,15.892507,interrupt_delay,False,True,False
563,12.464155,core_stable,False,True,False
564,12.744115,core_stable,False,True,False
565,12.374875,core_stable,False,True,False
566,12.527643,core_stable,False,True,False
567,12.338788,core_stable,False,True,False
568,12.265253,core_stable,False,True,False
569,13.140592,cache_memory_jitter,False,True,False
570,12.758653,core_stable,False,True,False
571,14.906081,interrupt_delay,False,True,False
572,12.136827,core_stable,False,True,False
573,12.24781,core_stable,False,True,False
574,12.124025,core_stable,False,True,False
575,12.122985,core_stable,False,True,False
576,12.24893,core_stable,False,True,False
577,12.926208,cache_memory_jitter,False,True,False
578,12.644882,core_stable,False,True,False
579,12.34983,core_stable,False,True,False
580,14.647446,interrupt_delay,False,True,False
581,12.769323,core_stable,False,True,False
582,12.255571,core_stable,False,True,False
583,12.023365,core_stable,False,True,False
584,12.761721,core_stable,False,True,False
585,12.223725,core_stable,False,True,False
586,12.010242,core_stable,False,True,False
587,12.171394,core_stable,False,True,False
588,12.233807,core_stable,False,True,False
589,12.362392,core_stable,False,True,False
590,12.886974,cache_memory_jitter,False,True,False
591,12.00024,core_stable,False,True,False
592,12.2995,core_stable,False,True,False
593,12.232607,core_stable,False,True,False
594,12.073615,core_stable,False,True,False
595,12.554318,core_stable,False,True,False
596,12.476425,core_stable,False,True,False
597,12.238608,core_stable,False,True,False
598,12.34847,core_stable,False,True,False
599,12.131146,core_stable,False,True,False
600,12.719573,core_stable,False,True,False
601,12.483628,core_stable,False,True,False
602,12.322384,core_stable,False,True,False
603,12.056971,core_stable,False,True,False
604,12.243569,core_stable,False,True,False
605,12.473091,core_stable,False,True,False
606,14.857963,interrupt_delay,False,True,False
607,12.385597,core_stable,False,True,False
608,12.654752,core_stable,False,True,False
609,13.017286,cache_memory_jitter,False,True,False
610,12.203481,core_stable,False,True,False
611,12.797199,core_stable,False,True,False
612,12.808507,cache_memory_jitter,False,True,False
613,12.55912,core_stable,False,True,False
614,12.750517,core_stable,False,True,False
615,12.141628,core_stable,False,True,False
616,12.507102,core_stable,False,True,False
617,14.382795,interrupt_delay,False,True,False
618,12.504168,core_stable,False,True,False
619,12.770657,core_stable,False,True,False
620,12.338548,core_stable,False,True,False
621,12.035367,core_stable,False,True,False
622,12.380396,core_stable,False,True,False
623,12.458419,core_stable,False,True,False
624,12.333027,core_stable,False,True,False
625,14.551209,interrupt_delay,False,True,False
626,12.082817,core_stable,False,True,False
627,12.178276,core_stable,False,True,False
628,12.290298,core_stable,False,True,False
629,12.664888,core_stable,False,True,False
630,12.478826,core_stable,False,True,False
631,12.559253,core_stable,False,True,False
632,12.154191,core_stable,False,True,False
633,12.30142,core_stable,False,True,False
634,12.674892,core_stable,False,True,False
635,12.415739,core_stable,False,True,False
636,12.536312,core_stable,False,True,False
637,13.320646,cache_memory_jitter,False,True,False
638,12.403468,core_stable,False,True,False
639,12.067373,core_stable,False,True,False
640,12.388718,core_stable,False,True,False
641,12.113463,core_stable,False,True,False
642,12.309902,core_stable,False,True,False
643,12.285497,core_stable,False,True,False
644,12.382396,core_stable,False,True,False
645,14.226411,interrupt_delay,False,True,False
646,12.00232,core_stable,False,True,False
647,12.343509,core_stable,False,True,False
648,14.063934,branch_miss,False,True,False
649,12.269974,core_stable,False,True,False
650,12.062573,core_stable,False,True,False
651,12.244369,core_stable,False,True,False
652,12.910094,cache_memory_jitter,False,True,False
653,12.130186,core_stable,False,True,False
654,12.080416,core_stable,False,True,False
655,12.037528,core_stable,False,True,False
656,12.357111,core_stable,False,True,False
657,12.569657,core_stable,False,True,False
658,12.247169,core_stable,False,True,False
659,12.14979,core_stable,False,True,False
660,12.135227,core_stable,False,True,False
661,12.565122,core_stable,False,True,False
662,12.096259,core_stable,False,True,False
663,13.389305,cache_memory_jitter,False,True,False
664,12.681961,core_stable,False,True,False
665,12.282857,core_stable,False,True,False
666,13.346568,cache_memory_jitter,False,True,False
667,12.035847,core_stable,False,True,False
668,12.242448,core_stable,False,True,False
669,12.545649,core_stable,False,True,False
670,12.582461,core_stable,False,True,False
671,12.1017,core_stable,False,True,False
672,12.026085,core_stable,False,True,False
673,12.511904,core_stable,False,True,False
674,12.129546,core_stable,False,True,False
675,12.503635,core_stable,False,True,False
676,12.113303,core_stable,False,True,False
677,12.653951,core_stable,False,True,False
678,12.247009,core_stable,False,True,False
679,12.233327,core_stable,False,True,False
680,12.240448,core_stable,False,True,False
681,12.639013,core_stable,False,True,False
682,12.367273,core_stable,False,True,False
683,12.036727,core_stable,False,True,False
684,12.891879,cache_memory_jitter,False,True,False
685,12.34855,core_stable,False,True,False
686,12.09834,core_stable,False,True,False
687,15.002318,interrupt_delay,False,True,False
688,17.427318,worst_case_protection_path,False,True,False
689,12.565522,core_stable,False,True,False
690,13.466371,cache_memory_jitter,False,True,False
691,12.191158,core_stable,False,True,False
692,12.507769,core_stable,False,True,False
693,12.702768,core_stable,False,True,False
694,12.683561,core_stable,False,True,False
695,12.563121,core_stable,False,True,False
696,12.068014,core_stable,False,True,False
697,12.060412,core_stable,False,True,False
698,14.298588,interrupt_delay,False,True,False
699,12.557119,core_stable,False,True,False
700,12.326625,core_stable,False,True,False
701,12.065533,core_stable,False,True,False
702,13.633545,branch_miss,False,True,False
703,12.318944,core_stable,False,True,False
704,12.424408,core_stable,False,True,False
705,12.550584,core_stable,False,True,False
706,12.161872,core_stable,False,True,False
707,13.35988,cache_memory_jitter,False,True,False
708,12.371434,core_stable,False,True,False
709,12.695432,core_stable,False,True,False
710,12.401867,core_stable,False,True,False
711,12.787062,core_stable,False,True,False
712,12.235727,core_stable,False,True,False
713,12.799466,core_stable,False,True,False
714,12.35071,core_stable,False,True,False
715,12.140188,core_stable,False,True,False
716,12.040888,core_stable,False,True,False
717,12.715705,core_stable,False,True,False
718,12.062092,core_stable,False,True,False
719,12.060572,core_stable,False,True,False
720,12.242048,core_stable,False,True,False
721,13.154604,cache_memory_jitter,False,True,False
722,12.396879,core_stable,False,True,False
723,12.102501,core_stable,False,True,False
724,12.384077,core_stable,False,True,False
725,12.021044,core_stable,False,True,False
726,12.005681,core_stable,False,True,False
727,12.322705,core_stable,False,True,False
728,12.750117,core_stable,False,True,False
729,12.107942,core_stable,False,True,False
730,12.359432,core_stable,False,True,False
731,12.063293,core_stable,False,True,False
732,12.14867,core_stable,False,True,False
733,12.160512,core_stable,False,True,False
734,12.055371,core_stable,False,True,False
735,12.499767,core_stable,False,True,False
736,12.431611,core_stable,False,True,False
737,16.103024,interrupt_delay,False,True,False
738,13.053017,cache_memory_jitter,False,True,False
739,13.089448,cache_memory_jitter,False,True,False
740,12.776259,core_stable,False,True,False
741,15.188776,interrupt_delay,False,True,False
742,12.287738,core_stable,False,True,False
